Counter,NAME,CAS,CATEGORY,MOLWT,VP_MOLWT,L_DENS,VP_40,VP_50,VP_60,VP_70,VP_80,VP_90,VP_100,VP_COEF_A,VP_COEF_B,VP_COEF_C,VP_2_A,VP_2_B,REID,ASTM_SLOPE,VP_A,VP_B,VP_X_MIN,VP_X_MAX,USER_DEF
1,Acetaldehyde,00075-07-0,Organic Liquids,4.4000000000000000e+01,4.4000000000000000e+01,6.5759999999999996e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2183871910000001e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0050000000000008e+00,1.6000170000000001e+03,2.9180900000000003e+02,2.7707000000000000e+04,7.8205999999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
2,Acetic acid,00064-19-7,Organic Liquids,6.0049999999999997e+01,6.0049999999999997e+01,8.7880000000000003e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6874288900000001e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.3869999999999996e+00,1.5333130000000001e+03,2.2230900000000000e+02,4.1689000000000000e+04,8.5020000000000007e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
3,Acetic anhydride,00108-24-7,Organic Liquids,1.0209000000000000e+02,1.0209000000000000e+02,9.0129999999999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.3381486999999998e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.1490000000000000e+00,1.4447180000000001e+03,1.9981700000000001e+02,4.5585000000000000e+04,8.6880000000000006e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
4,Acetone,00067-64-1,Organic Liquids,5.8079999999999998e+01,5.8079999999999998e+01,6.6280000000000001e+00,1.6819999999999999e+00,2.1850000000000001e+00,2.8620000000000001e+00,3.7130000000000001e+00,4.6989999999999998e+00,5.9169999999999998e+00,7.2510000000000003e+00,7.1170000000000000e+00,1.2105950000000000e+03,2.2966399999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4253900000000000e+01,6.9201999999999998e+03,-7.4900000000000006e+01,4.1810000000000002e+02,0
5,Acetonitrile,00075-05-8,Organic Liquids,4.1049999999999997e+01,4.1049999999999997e+01,6.5579999999999998e+00,6.3800000000000001e-01,8.3099999999999996e-01,1.0830000000000000e+00,1.4119999999999999e+00,1.8759999999999999e+00,2.4560000000000000e+00,3.1330000000000000e+00,7.1189999999999998e+00,1.3144000000000001e+03,2.3000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
6,Acrylamide,00079-06-1,Organic Liquids,7.1090000000000003e+01,7.1090000000000003e+01,9.3640000000000008e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.5774999999999998e-05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1293200000000001e+01,3.9398770000000000e+03,2.7316000000000003e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
7,Acrylic acid,00079-10-7,Organic Liquids,7.2099999999999994e+01,7.2099999999999994e+01,8.8640000000000008e+00,1.4886999999999999e-02,2.3599999999999999e-02,3.6505000000000003e-02,5.5201000000000000e-02,8.1742999999999996e-02,1.1872400000000000e-01,1.6936200000000001e-01,8.5387000000000004e+00,2.3058429999999998e+03,2.6654700000000003e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
8,Acrylonitrile,00107-13-1,Organic Liquids,5.3060000000000002e+01,5.3060000000000002e+01,6.7580000000000000e+00,8.1200000000000006e-01,9.6699999999999997e-01,1.3730000000000000e+00,1.7989999999999999e+00,2.3780000000000001e+00,3.1330000000000000e+00,4.0220000000000002e+00,7.0380000000000003e+00,1.2325300000000000e+03,2.2247000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4131900000000000e+01,7.1918000000000002e+03,-5.9799999999999997e+01,1.7330000000000001e+02,0
9,Allyl alcohol,00107-18-6,Organic Liquids,5.8079999999999998e+01,5.8079999999999998e+01,7.1250000000000000e+00,1.3500000000000001e-01,1.9300000000000000e-01,2.6100000000000001e-01,3.8700000000000001e-01,5.2200000000000002e-01,7.1599999999999997e-01,1.0060000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.7107299999999999e+01,9.5792000000000007e+03,-4.0000000000000000e+00,2.0590000000000001e+02,0
10,Allyl chloride,00107-05-1,Organic Liquids,7.6530000000000001e+01,7.6530000000000001e+01,7.8639999999999999e+00,2.9980000000000002e+00,3.7719999999999998e+00,4.7969999999999997e+00,6.0149999999999997e+00,7.4470000000000001e+00,9.1099999999999994e+00,1.1025000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4456400000000000e+01,6.6895000000000000e+03,-9.4000000000000000e+01,1.1230000000000000e+02,0
11,Aniline,00062-53-3,Organic Liquids,9.3099999999999994e+01,9.3099999999999994e+01,8.5289999999999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.2065510000000003e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.3200000000000003e+00,1.7315150000000001e+03,2.0604900000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
12,Benzene,00071-43-2,Organic Liquids,7.8109999999999999e+01,7.8109999999999999e+01,7.3650000000000002e+00,6.3800000000000001e-01,8.7000000000000000e-01,1.1599999999999999e+00,1.5080000000000000e+00,1.9720000000000000e+00,2.6099999999999999e+00,3.2869999999999999e+00,6.9050000000000002e+00,1.2110329999999999e+03,2.2078999999999999e+02,3.4172000000000000e+04,7.9622000000000002e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
13,Butanol-(1),00071-36-3,Organic Liquids,7.4120000000000005e+01,7.4120000000000005e+01,6.7599999999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.6535569000000001e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.4767999999999999e+00,1.3623900000000001e+03,1.7877000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
14,Butyl alcohol (-tert),00075-65-0,Organic Liquids,7.4120000000000005e+01,7.4120000000000005e+01,6.5949999999999998e+00,1.7399999999999999e-01,2.8999999999999998e-01,4.2499999999999999e-01,6.3800000000000001e-01,9.0900000000000003e-01,1.2380000000000000e+00,1.7020000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.7222999999999999e+01,9.4302999999999993e+03,-4.7000000000000002e+00,4.3250000000000000e+02,0
15,Butyl chloride (-n),00109-69-3,Organic Liquids,9.2569999999999993e+01,9.2569999999999993e+01,7.4299999999999997e+00,7.1499999999999997e-01,1.0060000000000000e+00,1.3200000000000001e+00,1.7400000000000000e+00,2.1850000000000001e+00,2.6840000000000002e+00,3.4809999999999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
16,Carbon disulfide,00075-15-0,Organic Liquids,7.6129999999999995e+01,7.6129999999999995e+01,1.0587999999999999e+01,3.0360000000000000e+00,3.8670000000000000e+00,4.8339999999999996e+00,6.0140000000000002e+00,7.3869999999999996e+00,9.1850000000000005e+00,1.1215000000000000e+01,6.9420000000000002e+00,1.1691099999999999e+03,2.4159000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3329200000000000e+01,6.1461999999999998e+03,-1.0080000000000000e+02,4.9280000000000001e+02,0
17,Carbon tetrachloride,00056-23-5,Organic Liquids,1.5384000000000000e+02,1.5384000000000000e+02,1.3366000000000000e+01,7.9300000000000004e-01,1.0640000000000001e+00,1.4119999999999999e+00,1.7980000000000000e+00,2.3010000000000002e+00,2.9969999999999999e+00,3.7709999999999999e+00,6.9340000000000002e+00,1.2424300000000001e+03,2.3000000000000000e+02,3.3914000000000000e+04,8.0039999999999996e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
18,Chlorobenzene,00108-90-7,Organic Liquids,1.1259999999999999e+02,1.1259999999999999e+02,9.2390000000000008e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3345081400000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9779999999999998e+00,1.4310500000000000e+03,2.1755000000000001e+02,4.2250000000000000e+04,8.5000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
19,Chloroform,00067-66-3,Organic Liquids,1.1939000000000000e+02,1.1939000000000000e+02,1.2488000000000000e+01,1.5280000000000000e+00,1.9339999999999999e+00,2.4750000000000001e+00,3.1909999999999998e+00,4.0609999999999999e+00,5.1630000000000003e+00,6.3419999999999996e+00,6.4930000000000003e+00,9.2944000000000005e+02,1.9603000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
20,Chloroprene,00126-99-8,Organic Liquids,8.8540000000000006e+01,8.8540000000000006e+01,8.0459999999999994e+00,1.7600000000000000e+00,2.3199999999999998e+00,2.9009999999999998e+00,3.6549999999999998e+00,4.5629999999999997e+00,5.6849999999999996e+00,6.9809999999999999e+00,6.1609999999999996e+00,7.8345000000000005e+02,1.7969999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
21,Cresol (-m),00108-39-4,Organic Liquids,1.0809999999999999e+02,1.0809999999999999e+02,8.6289999999999996e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3966560000000000e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.5080000000000000e+00,1.8563599999999999e+03,1.9906999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
22,Cresol (-o),00095-48-7,Organic Liquids,1.0814000000000000e+02,1.0814000000000000e+02,8.7379999999999995e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.7945810000000000e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9109999999999996e+00,1.4355000000000000e+03,1.6516000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6295900000000000e+01,1.1308600000000000e+04,1.0080000000000000e+02,3.7539999999999998e+02,0
23,Cresol (-p),00106-44-5,Organic Liquids,1.0809999999999999e+02,1.0809999999999999e+02,8.6289999999999996e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.3639499999999999e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.0350000000000001e+00,1.5110799999999999e+03,1.6184999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
24,Crude oil (RVP 5),,Crude Oils,2.0700000000000000e+02,5.0000000000000000e+01,7.0999999999999996e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.7999999999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
25,Cyclohexane,00110-82-7,Organic Liquids,8.4159999999999997e+01,8.4159999999999997e+01,6.5220000000000002e+00,6.7700000000000005e-01,9.2800000000000005e-01,1.2180000000000000e+00,1.6050000000000000e+00,2.0690000000000000e+00,2.6099999999999999e+00,3.2490000000000001e+00,6.8410000000000002e+00,1.2015300000000000e+03,2.2265000000000001e+02,3.7394000000000000e+04,8.5939999999999994e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
26,Cyclohexanol,00108-93-0,Organic Liquids,1.0020000000000000e+02,1.0020000000000000e+02,8.0289999999999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.6596180000000001e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.2549999999999999e+00,9.1287000000000000e+02,1.0913000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
27,Cyclohexanone,00108-94-1,Organic Liquids,9.8200000000000003e+01,9.8200000000000003e+01,7.9100000000000001e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.4096827000000000e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.8491999999999997e+00,2.1371920000000000e+03,2.7316000000000003e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
28,Cyclopentane,00287-92-3,Organic Liquids,7.0129999999999995e+01,7.0129999999999995e+01,6.2480000000000002e+00,2.5139999999999998e+00,3.2869999999999999e+00,4.1769999999999996e+00,5.2400000000000002e+00,6.5170000000000003e+00,8.0630000000000006e+00,9.6679999999999993e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4338400000000000e+01,6.7115000000000000e+03,-9.0400000000000006e+01,1.2070000000000000e+02,0
29,Decane (-n),00124-18-5,Organic Liquids,1.4228999999999999e+02,1.4228999999999999e+02,6.0919999999999996e+00,2.1003000000000001e-02,2.6411000000000000e-02,3.3210999999999997e-02,4.1762000000000001e-02,5.2514999999999999e-02,6.6035999999999997e-02,8.3038000000000001e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5046200000000001e+01,9.8820000000000000e+03,6.2799999999999997e+01,3.4339999999999998e+02,0
30,Di-isopropyl ether,00108-20-3,Organic Liquids,1.0217000000000000e+02,1.0217000000000000e+02,6.0750000000000002e+00,1.1990000000000001e+00,1.5860000000000001e+00,2.1269999999999998e+00,2.7460000000000000e+00,3.4809999999999999e+00,4.2539999999999996e+00,5.2980000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
31,"Dichloroethane (1,1)",00075-34-3,Organic Liquids,9.8969999999999999e+01,9.8969999999999999e+01,9.8610000000000007e+00,1.6819999999999999e+00,2.2429999999999999e+00,2.9009999999999998e+00,3.7709999999999999e+00,4.7380000000000004e+00,5.8399999999999999e+00,7.1929999999999996e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
32,"Dichloroethane (1,2)",00107-06-2,Organic Liquids,9.8969999999999999e+01,9.8969999999999999e+01,1.0500000000000000e+01,5.6100000000000005e-01,7.7300000000000002e-01,1.0249999999999999e+00,1.4310000000000000e+00,1.7400000000000000e+00,2.2429999999999999e+00,2.8039999999999998e+00,7.0250000000000004e+00,1.2723000000000000e+03,2.2290000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3803500000000000e+01,7.2001999999999998e+03,-4.8100000000000001e+01,5.4500000000000000e+02,0
33,"Dichloroethylene (-trans-1,2)",00156-60-5,Organic Liquids,9.6950000000000003e+01,9.6950000000000003e+01,1.0523999999999999e+01,2.5520000000000000e+00,3.3839999999999999e+00,4.3510000000000000e+00,5.5300000000000002e+00,6.8070000000000004e+00,8.3149999999999995e+00,1.0016000000000000e+01,6.9649999999999999e+00,1.1419000000000001e+03,2.3190000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
34,"Dichloroethylene (cis-1,2)",00540-59-0,Organic Liquids,9.6950000000000003e+01,9.6950000000000003e+01,1.0763000000000000e+01,1.4500000000000000e+00,2.0110000000000001e+00,2.6680000000000001e+00,3.4609999999999999e+00,4.4089999999999998e+00,5.6459999999999999e+00,6.8070000000000004e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
35,"Diethyl (n,n) anilin",00091-66-7,Organic Liquids,1.4922999999999999e+02,1.4922999999999999e+02,7.7629999999999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.7174250000000001e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.4660000000000002e+00,1.9935699999999999e+03,2.1850000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
36,Diethyl ether,00060-29-7,Organic Liquids,7.4120000000000005e+01,7.4120000000000005e+01,5.9880000000000004e+00,4.2149999999999999e+00,5.6660000000000004e+00,7.0190000000000001e+00,8.7020000000000000e+00,1.0442000000000000e+01,1.3342000000000001e+01,0.0000000000000000e+00,6.9199999999999999e+00,1.0640699999999999e+03,2.2880000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
37,Diethylamine,00109-89-7,Organic Liquids,7.3140000000000001e+01,7.3140000000000001e+01,5.9059999999999997e+00,1.6439999999999999e+00,1.9920000000000000e+00,2.8620000000000001e+00,3.8670000000000000e+00,4.8920000000000003e+00,6.1299999999999999e+00,7.5410000000000004e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3788100000000000e+01,6.6176999999999998e+03,-2.7399999999999999e+01,4.1000000000000000e+02,0
38,Dimethyl formamide,00068-12-2,Organic Liquids,7.3090000000000003e+01,7.3090000000000003e+01,7.5780000000000003e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.0369925000000001e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9279999999999999e+00,1.4008699999999999e+03,1.9643000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
39,"Dimethyl hydrazine (1,1)",00057-14-7,Organic Liquids,6.0100000000000001e+01,6.0100000000000001e+01,7.8819999999999997e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.8949372419999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.4080000000000004e+00,1.3059100000000001e+03,2.2553000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
40,Dimethyl phthalate,00131-11-3,Organic Liquids,1.9419999999999999e+02,1.9419999999999999e+02,9.9649999999999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.3000000000000001e-08,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.5220000000000002e+00,7.0030999999999995e+02,5.1420000000000002e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
41,"Dioxane (1,4)",00123-91-1,Organic Liquids,8.8099999999999994e+01,8.8099999999999994e+01,8.6590000000000007e+00,2.3200000000000001e-01,3.2900000000000001e-01,4.2499999999999999e-01,6.1899999999999999e-01,8.3099999999999996e-01,1.1410000000000000e+00,1.5080000000000000e+00,7.4310000000000000e+00,1.5546800000000001e+03,2.4034000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
42,Dipropyl ether,00111-43-3,Organic Liquids,1.0217000000000000e+02,1.0217000000000000e+02,6.2599999999999998e+00,4.2499999999999999e-01,6.1899999999999999e-01,8.3099999999999996e-01,1.1020000000000001e+00,1.4310000000000000e+00,1.8759999999999999e+00,2.3199999999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
43,Distillate fuel oil no. 2,,Petroleum Distillates,1.8800000000000000e+02,1.3000000000000000e+02,7.0999999999999996e+00,3.0999999999999999e-03,4.4999999999999997e-03,6.4999999999999997e-03,8.9999999999999993e-03,1.2000000000000000e-02,1.6000000000000000e-02,2.1999999999999999e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2101000000000001e+01,8.9070000000000000e+03,4.0000000000000000e+01,1.0000000000000000e+02,0
