Counter,NAME,CAS,CATEGORY,MOLWT,VP_MOLWT,L_DENS,VP_40,VP_50,VP_60,VP_70,VP_80,VP_90,VP_100,VP_COEF_A,VP_COEF_B,VP_COEF_C,VP_2_A,VP_2_B,REID,ASTM_SLOPE,VP_A,VP_B,VP_X_MIN,VP_X_MAX,USER_DEF
131,"2,2-Dimethylpentane",00590-35-2,Organic Liquids,1.0020000000000000e+02,1.0020000000000000e+02,5.6100000000000003e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.3157330000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8148000000000000e+00,1.1900329999999999e+03,2.2330000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
133,"2,4-Dimethylpentane",00108-08-7,Organic Liquids,1.0020000000000000e+02,1.0020000000000000e+02,5.5999999999999996e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4589000000000001e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8262000000000000e+00,1.1920400000000000e+03,2.2531999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
134,"3,3-Dimethylpentane",00562-49-2,Organic Liquids,1.0020000000000000e+02,1.0020000000000000e+02,5.7800000000000002e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0290760000000001e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8266000000000000e+00,1.2286630000000000e+03,2.2531999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
135,Ethylamine,00075-04-7,Organic Liquids,4.5079999999999998e+01,4.5079999999999998e+01,5.6900000000000004e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4102710000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.0541000000000000e+00,9.8730999999999995e+02,2.2000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
136,Ethylcyclopentane,01640-89-7,Organic Liquids,9.8189999999999998e+01,9.8189999999999998e+01,6.3799999999999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.7494799999999998e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8869999999999996e+00,1.2985989999999999e+03,2.2068000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
137,3-Ethylpentane,00617-78-7,Organic Liquids,1.0020000000000000e+02,1.0020000000000000e+02,5.8200000000000003e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.0048900000000003e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8756000000000004e+00,1.2518270000000000e+03,2.1988999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
138,Fluorobenzene,00462-06-6,Organic Liquids,9.6099999999999994e+01,9.6099999999999994e+01,8.5199999999999996e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.3719799999999998e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.1870000000000003e+00,1.3818000000000000e+03,2.3559999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
139,1-Heptene,00592-76-7,Organic Liquids,9.8189999999999998e+01,9.8189999999999998e+01,5.8099999999999996e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.7689600000000005e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9017999999999997e+00,1.2583450000000000e+03,2.1930000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
140,"1,5-Hexadiene",00592-42-7,Organic Liquids,8.2150000000000006e+01,8.2150000000000006e+01,5.7300000000000004e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.8904690000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.5740999999999996e+00,1.0135000000000000e+03,2.1480000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
141,2-Methyl-1-butene,00563-46-2,Organic Liquids,7.0129999999999995e+01,7.0129999999999995e+01,5.4199999999999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0246020000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.4863000000000000e+00,1.0396900000000001e+03,2.3665000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
142,Methyldichlorosilane,20156-50-7,Organic Liquids,1.2906000000000000e+02,1.2906000000000000e+02,8.9100000000000001e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.7175940000000001e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.0278000000000000e+00,1.1678000000000000e+03,2.4069999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
143,2-Methylhexane,00591-76-4,Organic Liquids,1.0020999999999999e+02,1.0020999999999999e+02,5.6600000000000001e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.9883899999999997e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8731000000000000e+00,1.2360260000000001e+03,2.1955000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
144,3-Methylhexane,00589-34-4,Organic Liquids,1.0020999999999999e+02,1.0020999999999999e+02,5.7199999999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.4433600000000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8676000000000004e+00,1.2401959999999999e+03,2.1922000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
145,1-Methyl-2-isopropylbenzene,00527-84-4,Organic Liquids,1.3422000000000000e+02,1.3422000000000000e+02,7.2999999999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4087000000000001e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9404000000000003e+00,1.5480500000000000e+03,2.0315000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
146,2-Methylpentane,00107-83-5,Organic Liquids,8.6180000000000007e+01,8.6180000000000007e+01,5.4400000000000004e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.7311519999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8391000000000002e+00,1.1354100000000001e+03,2.2656999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
147,1-Octanol,00111-87-5,Organic Liquids,1.3022999999999999e+02,1.3022999999999999e+02,6.8899999999999997e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.3500000000000002e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2070100000000000e+01,4.5068000000000002e+03,3.1989999999999998e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
148,"1,2-Pentadiene",00591-95-7,Organic Liquids,6.8120000000000005e+01,6.8120000000000005e+01,5.7699999999999996e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.8266850000000003e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9181999999999997e+00,1.1049910000000000e+03,2.2884999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
149,"1,4-Pentadiene",00591-93-5,Organic Liquids,6.8120000000000005e+01,6.8120000000000005e+01,5.4900000000000002e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0019130000000001e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8353999999999999e+00,1.0179950000000000e+03,2.3146000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
150,"2,3-Pentadiene",00591-96-8,Organic Liquids,6.8120000000000005e+01,6.8120000000000005e+01,5.7900000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.1600169999999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9621000000000004e+00,1.1268370000000000e+03,2.2784000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
151,1-Pentene,00109-67-1,Organic Liquids,7.0140000000000001e+01,7.0140000000000001e+01,5.3300000000000001e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.6884549999999994e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8441999999999998e+00,1.0440100000000000e+03,2.3350000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
152,1-Pentyne,00627-19-0,Organic Liquids,6.8120000000000005e+01,6.8120000000000005e+01,5.7599999999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.6631879999999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9672999999999998e+00,1.0925200000000000e+03,2.2718000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
153,Phosgene,00075-44-5,Organic Liquids,9.8920000000000002e+01,9.8920000000000002e+01,1.1500000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.9787839999999999e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8429000000000002e+00,9.4125000000000000e+02,2.3000000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
154,1-Propanethiol,00107-03-9,Organic Liquids,7.6159999999999997e+01,7.6159999999999997e+01,7.0099999999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.9418380000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9283999999999999e+00,1.1833070000000000e+03,2.2462000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
155,2-Propanethiol,00075-33-2,Organic Liquids,7.6159999999999997e+01,7.6159999999999997e+01,6.8300000000000001e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.5945130000000001e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8773000000000000e+00,1.1138950000000000e+03,2.2616000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
156,1-Propanol,00071-23-8,Organic Liquids,6.0100000000000001e+01,6.0100000000000001e+01,6.7000000000000002e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.1172500000000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.8475999999999999e+00,1.4992100000000000e+03,2.0463999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
157,n-Propyl nitrate,00627-13-4,Organic Liquids,1.0509000000000000e+02,1.0509000000000000e+02,8.7799999999999994e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.6157399999999997e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.9549000000000003e+00,1.2944000000000001e+03,2.0669999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
158,Trimethylchorosilane,00075-77-4,Organic Liquids,1.0864000000000000e+02,1.0864000000000000e+02,7.1299999999999999e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.0339299999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.0557999999999996e+00,1.2455000000000000e+03,2.4069999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
159,"2,2,3-Trimethylpentane",00564-02-3,Organic Liquids,1.1423000000000000e+02,1.1423000000000000e+02,5.9699999999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.7828200000000001e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8254000000000001e+00,1.2948800000000001e+03,2.1841999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
161,"2,3,3-Trimethylpentane",00560-21-4,Organic Liquids,1.1423000000000000e+02,1.1423000000000000e+02,6.0499999999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.1715500000000002e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8434999999999997e+00,1.3280500000000000e+03,2.2038000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
162,Gasoline (RVP 7),,Petroleum Distillates,9.2000000000000000e+01,6.8000000000000000e+01,5.5999999999999996e+00,2.2999999999999998e+00,2.8999999999999999e+00,3.5000000000000000e+00,4.2999999999999998e+00,5.2000000000000002e+00,6.2000000000000002e+00,7.4000000000000004e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.0000000000000000e+00,3.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
163,Methyl-tert-butyl ether (MTBE),01634-04-4,Organic Liquids,8.8150000000000006e+01,8.8150000000000006e+01,6.2000000000000002e+00,1.9199999999999999e+00,2.5000000000000000e+00,3.2200000000000002e+00,4.1100000000000003e+00,5.1799999999999997e+00,6.4699999999999998e+00,8.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
164,"1,2,4-Trimethylbenzene",00095-63-6,Organic Liquids,1.2019000000000000e+02,1.2019000000000000e+02,7.2900000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0500000000000001e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.0438299999999998e+00,1.5732670000000001e+03,2.0856000000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
165,Gasoline (RVP 6),,Petroleum Distillates,9.2000000000000000e+01,6.9000000000000000e+01,5.5999999999999996e+00,1.9035000000000000e+00,2.3731000000000000e+00,2.9335000000000000e+00,3.5973999999999999e+00,4.3783000000000003e+00,5.2907000000000002e+00,6.3502000000000001e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.0000000000000000e+00,3.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
166,Gasoline (RVP 8),,Petroleum Distillates,9.2000000000000000e+01,6.8000000000000000e+01,5.5999999999999996e+00,2.6669999999999998e+00,3.2972999999999999e+00,4.0434000000000001e+00,4.9203000000000001e+00,5.9440000000000000e+00,7.1314000000000002e+00,8.5006000000000004e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.0000000000000000e+00,3.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
167,Gasoline (RVP 9),,Petroleum Distillates,9.2000000000000000e+01,6.7000000000000000e+01,5.5999999999999996e+00,3.0617999999999999e+00,3.7726000000000002e+00,4.6111000000000004e+00,5.5933999999999999e+00,6.7365000000000004e+00,8.0586000000000002e+00,9.5785999999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.0000000000000000e+00,3.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
168,Gasoline (RVP 11),,Petroleum Distillates,9.2000000000000000e+01,6.5000000000000000e+01,5.5999999999999996e+00,3.8738999999999999e+00,4.7454000000000001e+00,5.7676999999999996e+00,6.9588999999999999e+00,8.3377999999999997e+00,9.9244000000000003e+00,1.1739599999999999e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1000000000000000e+01,3.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
169,Gasoline (RVP 12),,Petroleum Distillates,9.2000000000000000e+01,6.4000000000000000e+01,5.5999999999999996e+00,4.2899000000000003e+00,5.2416999999999998e+00,6.3555999999999999e+00,7.6501999999999999e+00,9.1455000000000002e+00,1.0862299999999999e+01,1.2822200000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2000000000000000e+01,3.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
170,Naphthalene,00091-20-3,Organic Liquids,1.2819999999999999e+02,1.2819999999999999e+02,1.1080000000000000e+01,,,,,,,,7.3728999999999996e+00,1.9683599999999999e+03,2.2261000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
132,"2,3-Dimethylpentane",00565-59-3,Organic Liquids,1.0020000000000000e+02,1.0020000000000000e+02,5.7900000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.4136699999999998e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8537999999999997e+00,1.2380170000000001e+03,2.2181999999999999e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
160,"2,2,4-Trimethylpentane (isooctane)",00540-84-1,Organic Liquids,1.1423000000000000e+02,1.1423000000000000e+02,5.7599999999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.9611499999999995e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8117999999999999e+00,1.2578399999999999e+03,2.2074000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
172,Denatured ethanol,00064-17-5,Organic Liquids,4.6070000000000000e+01,4.6070000000000000e+01,6.6100000000000003e+00,,,,,,,,8.1218699999999995e+00,1.5986730000000000e+03,2.2672600000000000e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
174,Gasoline (RVP 7.8),,Petroleum Distillates,9.2000000000000000e+01,6.8000000000000000e+01,5.5999999999999996e+00,2.5929000000000002e+00,3.2079000000000000e+00,3.9363000000000001e+00,4.7930000000000001e+00,5.7937000000000003e+00,6.9551999999999996e+00,8.2951999999999995e+00,,,,,,7.7999999999999998e+00,3.0000000000000000e+00,,,,,0
175,Gasoline (RVP 8.3),,Petroleum Distillates,9.2000000000000000e+01,6.8000000000000000e+01,5.5999999999999996e+00,2.7888000000000002e+00,3.4440000000000000e+00,4.2187999999999999e+00,5.1284000000000001e+00,6.1890999999999998e+00,7.4184000000000001e+00,8.8344000000000005e+00,,,,,,8.3000000000000007e+00,3.0000000000000000e+00,,,,,0
176,Gasoline (RVP 11.5),,Petroleum Distillates,9.2000000000000000e+01,6.5000000000000000e+01,5.5999999999999996e+00,4.0869999999999997e+00,4.9996999999999998e+00,6.0690000000000000e+00,7.3132000000000001e+00,8.7518999999999991e+00,1.0405300000000000e+01,1.2294900000000000e+01,,,,,,1.1500000000000000e+01,3.0000000000000000e+00,,,,,0
177,Gasoline (RVP 13.5),,Petroleum Distillates,9.2000000000000000e+01,6.2000000000000000e+01,5.5999999999999996e+00,4.9320000000000004e+00,6.0053999999999998e+00,7.2572999999999999e+00,8.7075999999999993e+00,1.0377400000000000e+01,1.2288800000000000e+01,1.4464600000000001e+01,,,,,,1.3500000000000000e+01,3.0000000000000000e+00,,,,,0
178,Gasoline (RVP 15.0),,Petroleum Distillates,9.2000000000000000e+01,6.0000000000000000e+01,5.5999999999999996e+00,5.5801999999999996e+00,6.7740000000000000e+00,8.1621000000000006e+00,9.7655999999999992e+00,1.1606700000000000e+01,1.3708500000000001e+01,1.6094799999999999e+01,,,,,,1.5000000000000000e+01,3.0000000000000000e+00,,,,,0
179,Xylenes (mixed isomers),01330-20-7,Organic Liquids,1.0617000000000000e+02,1.0617000000000000e+02,7.2439999999999998e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2945584500000001e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.0090000000000003e+00,1.4622660000000001e+03,2.1511000000000001e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0
